Country Name,Country Code,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Australia,AUS,2.0851047212423404,2.11706129674707,2.1519857334392,2.18871952410086,2.22135298022728,2.2498470510133703,2.2773127839319,2.2997019121877598,2.3241737500488098,2.3524204990692903,2.38353097379691,2.4103458599638103,2.43559871392682,2.4635851242466402,2.49313356677037,2.52697759785481,2.55800997097223,2.58977129245148,2.61997058172683,2.65477786600367,2.69423219608711,2.71111516082423,2.76599455892116,2.82359449643987,2.86785858401781,2.9079864103198303,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884
Austria,AUT,91.6661903608622,91.72421893921049,91.85416565754421,92.2689149915234,92.97469120852509,93.90761685638171,94.94682731896341,95.73302252361349,96.10217970452891,96.24943085492849,96.37947444901909,96.4887503027367,96.5946839428433,96.78280455316059,97.01581496730441,97.38790263986441,97.8682126422863,98.34612496972629,98.9581738919835,99.63464519254059,100.12885686606899,100.45638301004999,100.771345840527,101.035665641397,101.28743015894199,101.64173637719999,102.114865434913,102.7471301857,103.563324191706,104.73079268267401,105.869493435483
Azerbaijan,AZE,81.4572022543471,82.8375091627912,84.2379201365106,85.64212841126209,86.0280952209284,87.3739740677986,88.70783405725409,90.0657296476726,91.2914407115902,92.3489169235976,93.2862253842405,94.19048771325821,95.231789029033,96.52076658001329,97.434779976999,98.1937874247073,98.91246693442609,99.62372120967942,100.47537018288,101.522501814662,102.672529248009,103.853363762393,106.059760040326,108.291287895398,109.542349350317,110.976338851057,112.46079290147301,113.92347542296001,115.34881658408999,116.731079539702,118.03328898028299
Burundi,BDI,190.293730529595,195.760825545171,201.273286604361,206.66156542056098,211.797390965732,216.702725856698,221.40050623052997,225.780880062305,229.710552959502,233.14030373831798,235.98563084112098,238.40070093457902,240.870794392523,244.046884735203,248.398403426791,254.110007788162,261.063590342679,269.048052959502,277.71390186915903,286.793691588785,296.255802180685,306.160981308411,316.43699376947,327.01199376947005,337.834968847352,348.847585669782,360.04626168224297,371.506580996885,383.344898753894,395.639797507788,408.411137071651
Benin,BEN,39.060890386661896,40.220494856332,41.4406881873005,42.7457963816956,44.15125931181271,45.667781128059595,47.2845246541327,48.969164597375,50.6759489180561,52.37280950691729,54.04628414331321,55.7080436324938,57.38085313941111,59.0998403689252,60.8899521106775,62.7592497339482,64.6984214260376,66.6952376729337,68.730081589216,70.7895086910252,72.870672224193,74.9804274565449,77.12771372827241,79.325186236254,81.5826445548067,83.9023589925505,86.28279531748849,88.72461865909901,91.2277580702377,93.7916991841078,96.4177633912735
Burkina Faso,BFA,28.986454678362602,29.7517288011696,30.5420504385965,31.3590021929825,32.2040716374269,33.0777923976608,33.9806761695906,34.9140204678363,35.879342105263206,36.8782090643275,37.9120796783626,38.9822587719298,40.090365497076,41.237942251462,42.4266885964912,43.6571162280702,44.9309210526316,46.252269736842095,47.6263486842105,49.0567616959064,50.5452339181287,52.0907200292398,53.6905153508772,55.34027046783629,57.036611842105295,58.7789144736842,60.567419590643304,62.4004934210526,64.2763779239766,66.1938011695906,68.151966374269
Bangladesh,BGD,715.8915495121761,734.9709072751019,754.2932319274801,773.569155719444,792.593961742337,811.240124452639,829.559068909887,847.7424829069679,866.080379503726,884.7655373742031,903.81756165015,923.104893600676,942.481485749405,961.739655834678,980.701037105324,999.375447491742,1017.73132058078,1035.50436352462,1052.36561419682,1068.1071291388198,1082.5932780210499,1095.95433663671,1108.5823692095,1121.0324729200302,1133.71306752708,1146.76022124914,1160.0814857494,1173.57821310594,1187.06435430591,1200.40159791042,1213.57332718752
Bulgaria,BGR,80.9741571002441,81.0933652716261,81.18454307149959,80.2401880141011,78.8058302449607,78.0291693030823,77.1957335261683,76.5824188737232,76.32279670975319,75.9836120401338,75.5927506101419,75.1339419687246,74.6342402603272,74.216975503932,73.8513242339329,72.3957516044473,72.0327297794118,71.48411326652571,70.95310776020601,70.4986377025037,69.9716652858326,69.47185342049539,68.98592210662,68.57445652173911,68.1245302137067,67.6890935887988,67.2981577008106,66.922577376566,66.5432756079587,66.12003500368459,65.6579034635225
Bahrain,BHR,628.231884057971,650.682608695652,674.2,697.227536231884,718.740579710145,738.782608695652,736.740845070423,755.225352112676,774.060563380282,793.939436619718,815.022535211268,837.930985915493,864.3661971830991,896.5366197183099,936.071830985916,982.457746478873,1035.41690140845,1081.5388888888901,1136.77260273973,1201.5729729729699,1295.15945945946,1381.2253333333301,1466.63289473684,1559.3105263157902,1628.42526206771,1666.42901024169,1688.23766233766,1707.82987012987,1732.91183714933,1763.3045580825399,1832.6361749002301
"Bahamas, The",BHS,23.8778221778222,24.302797202797198,24.7203796203796,25.1481518481518,25.5967032967033,26.0747252747253,26.5763236763237,27.0798201798202,27.557042957043,27.9904095904096,28.369430569430598,28.7070929070929,29.0306693306693,29.3768231768232,29.775324675324697,30.231568431568398,30.735264735264696,31.2816183816184,31.8575424575425,32.453446553446604,33.0702297702298,33.7051948051948,34.3337662337662,34.9254745254745,35.4587412587413,35.921778221778204,36.3220779220779,36.6801198801199,37.0262737262737,37.383216783216795,37.7553446553447
Bosnia and Herzegovina,BIH,86.63900390625,87.49060546875,88.07541015625,88.0434375,87.17623046875,85.33826171875,82.688984375,79.66673828125,76.885234375,74.7861328125,73.52392578125,72.9701171875,72.93626953125,73.1123828125,73.26515625,73.34984375,73.42552734375,73.47994140625,73.5194140625,73.54162109375,73.5434375,73.4919140625,73.32560546875,72.9675390625,72.3725,71.50732421875,70.409609375,69.19150390625,68.00984375,66.97970703125,66.13802734375
Belarus,BLR,49.511930585683295,49.8471701833958,49.990140011832,50.138039834352206,50.2317097219483,50.256359692368406,50.3648195622165,50.4782094261487,50.4190494971406,50.256359692368406,50.088739893512106,49.8767501478998,49.640110431867505,49.4317590218892,49.199418260698096,48.9476878327746,48.6394911995267,48.300295814228704,47.976657955722104,47.64539269338861,47.3382158698866,47.1215032035485,46.95901922129129,46.8729168721033,46.7746821094135,46.686570400670206,46.6438075994283,46.6516679260248,46.678674677532705,46.751941760932,46.808351401608704
Belize,BLZ,7.4339324857518605,7.64226216571679,7.84866286716353,8.04335817623849,8.2223586146427,8.37913195966681,8.51924594476107,8.663831652783871,8.841736080666369,9.07334502411223,9.367119684348971,9.714160455940382,10.0939938623411,10.4773345024112,10.8423936869794,11.182069267865,11.502761946514699,11.8117053923718,12.1220517316966,12.4419114423498,12.771985971065302,13.109381850065802,13.451249451994698,13.7946076282332,14.136957474791801,14.477729066199,14.818062253397601,15.156291100394599,15.4917141604559,15.823454625164402,16.1508110477861
Bermuda,BMU,1062.62961086292,1071.2777588583301,1080.49998091768,1089.64812890427,1098.6296102271301,1092.98146217873,1085.09257342917,1090.9259066594802,1098.5184991179801,1106.4073878675501,1113.49998033488,1120.31479502934,1128.5740541427401,1134.9073873642199,1145.05553533315,1157.48146103962,1165.0370164617402,1172.6851644748199,1180.37034952428,1188.0370160555499,1194.8703492682,1201.62960840809,1208.7592379118,1215.48146001531,1205.99997870127,1195.62960851405,1199.96294177086,1203.7222009637198,1206.2592379559599,1208.0925712569099,1195.44442333214
Bolivia,BOL,5.823991507431001,5.947411612665,6.074321056032491,6.20429705529401,6.33697221452968,6.472309609526451,6.61028339333518,6.7505307855626295,6.89263638881196,7.0362208067940495,7.1810828025477695,7.3271097572233,7.47416320502169,7.622141604357059,7.770944336748821,7.92046062955783,8.07053817040524,8.22101264654297,8.37167820548325,8.52239084279516,8.67298624573064,8.82344595218314,8.97392596695283,9.12469399058433,9.27590695098311,9.427632234838,9.57968799039971,9.73172343764424,9.88324286901135,10.0339056586357,10.1835253392412
Brazil,BRA,16.523881150590903,16.8568128794205,17.184146592423698,17.5072808064952,17.8273183985911,18.1437510020172,18.4561852278138,18.7660266518627,19.0751430342157,19.3846831950649,19.6951340848562,20.005532331356,20.3137599992343,20.6168687052382,20.9125882074241,21.200417078440896,21.4805590717552,21.7523571033747,22.015242745395497,22.268962113580297,22.5130658256502,22.7479371008382,22.9752507136755,23.1973271565205,23.415931654650397,23.6313981340346,23.843498194574398,24.0527082580574,24.2594327206771,24.4637884744692,24.6661407920901
Barbados,BRB,597.923255813953,600.044186046512,602.272093023256,604.551162790698,606.827906976744,609.081395348837,611.362790697674,613.6604651162789,616.03023255814,618.5,621.044186046512,623.690697674419,626.362790697674,628.955813953488,631.43023255814,633.720930232558,635.872093023256,637.9744186046511,640.195348837209,642.611627906977,645.295348837209,648.139534883721,651.037209302326,653.7302325581401,656.118604651163,658.109302325581,659.767441860465,661.153488372093,662.383720930233,663.544186046512,664.641860465116
Brunei Darussalam,BRN,43.8168880455408,45.0783681214421,46.37647058823529,47.714990512334005,49.0931688804554,50.5142314990512,51.9719165085389,53.449905123339704,54.9248576850095,56.3783681214421,57.803036053130896,59.195066413662204,60.5586337760911,61.89943074003801,63.219165085389,64.5225806451613,65.8030360531309,67.03851992409871,68.20360531309301,69.28159392789371,70.2586337760911,71.1508538899431,71.996394686907,72.84743833017079,73.7468690702087,74.70360531309301,75.7094876660342,76.7402277039848,77.7550284629981,78.72998102466791,79.65844402277041
Bhutan,BTN,10.245318579936802,10.5796293188224,10.9055501851316,11.176059367511499,11.360657966928198,11.442587640964902,11.440104923569901,11.399011670134499,13.364246231155802,13.432663316582902,13.604648241206,13.8620351758794,14.1803266331658,14.5196231155779,14.8497738693467,15.166834170854301,15.4778391959799,15.774849246231199,16.7593202031446,17.0196764779597,17.2471602807531,17.4430308921768,17.6197761786973,17.795813119851,17.9841805173895,18.188682448282698,18.4060395358324,18.6331035784084,18.8644439281988,19.0958367480163,19.3138899659506
Botswana,BWA,1.96026855821996,2.03784165299172,2.11752862915321,2.19590281086232,2.27049212146878,2.34030667160729,2.4060028585040496,2.4687417288656004,2.5304095424629,2.59237026449985,2.6551091348613998,2.71809327192843,2.7805551144283904,2.84132479311136,2.89967709491292,2.9549838547456497,3.00785559261024,3.06036031267094,3.1152877031390602,3.17448873361213,3.23947558802252,3.3092636705309397,3.38016162899441,3.4469641628288596,3.5062640057875893,3.5561943076950198,3.5988054276286805,3.63936265946747,3.6853775166304903,3.74202177403702,3.8112399202442098
Central African Republic,CAF,4.16989469966933,4.2486757199267995,4.3243330443995,4.407419178785839,4.50533564480401,4.620548011172111,4.75013002022537,4.88964172204565,5.032288355966481,5.17296863462711,5.3103358053228,5.44549744775113,5.5788179395807305,5.71128126103567,5.843569617002149,5.97453850845934,6.103130116536651,6.230025040932291,6.3563437028476,6.482362194612991,6.61027480818004,6.73859513949083,6.85955568397059,6.9627034575748805,7.04158720986227,7.092741340010919,7.12127997688529,7.139782978586791,7.165839994863401,7.212382419981379,7.28384057273107
Canada,CAN,2.87020941308692,2.90829404707313,2.94624924809012,2.9995877279510297,3.04515396145163,3.0832340867277903,3.11994642332829,3.15442155999169,3.18916051117775,3.22233230072876,3.25619238335912,3.2887133791022403,3.3161202879856098,3.3431849747787203,3.3744648656019502,3.4113232404209195,3.44862203923458,3.4798474956314998,3.5124671331532,3.5457983770843198,3.58180438576523,3.6167579955374802,3.6561369592159703,3.6981204177484797,3.73946792822573,3.7762456961063395,3.8174722411918,3.8580211601460803,3.89700291746531,3.92619659515413,3.9709074933661497
Central Europe and the Baltics,CEB,99.31414707196251,99.7412115468437,100.095079109002,100.28876945328899,100.235809077629,99.9781589159915,99.65414639642609,99.5921210133005,99.5692158949737,99.4286160742163,99.2041977086418,99.0239083799517,98.85858401610359,98.6971572132785,98.148511682262,97.4355445970157,96.948288903423,96.6432396840155,96.36418959132601,96.1146166144935,95.8730166945605,95.5256583504932,95.1847901708816,94.9175806141066,94.57074958032749,94.3444760307422,94.1445062126306,93.85237552931379,93.65661502542851,93.44143339919322,93.2029365655183
Switzerland,CHE,164.540569219665,165.577327068649,166.79870886916902,168.152803364915,169.888415237083,172.025049153614,173.932155375942,175.523417526616,176.928208980279,178.11447731892798,178.907354600356,179.343387749387,179.881617779041,180.746135357369,181.769309217415,182.92776132074502,184.321468802204,185.69876315512101,186.984438259109,188.195630044729,189.38517834029,191.090110673868,193.53362716373903,195.966970559419,198.01874700431,200.232761525969,202.370199472944,204.710643792066,207.22362581316898,209.596006562314,211.89740340796
Channel Islands,CHI,683.075783896237,690.7171983320931,698.2070976105949,704.914168576104,710.459623335238,714.4798255103481,717.202047837463,719.267704482714,721.530330832525,724.66669458974,728.964674553331,734.2070989977581,739.8889173985091,745.2273014425929,749.712150100253,753.0151805305569,755.535382647868,757.919221123561,761.191948522394,766.050534568193,772.767706544192,780.9899290832359,790.065687008703,798.878818661425,806.7374048228199,813.121243452642,818.4646780019709,823.424274152672,828.787910722982,835.2778099629511,843.045487029935
Chile,CHL,16.738785253241197,17.0038726895802,17.279293238249398,17.5631411306465,17.853464870482,18.150203935817302,18.4522232040693,18.754991599428802,19.052763572517602,19.3412864484445,19.6190202801031,19.886460002458698,20.144031958945998,20.392934483950697,20.634421054069396,20.8681164332824,21.094463104208103,21.3167036978274,21.5390465062765,21.7646588443462,21.995695293053302,22.231987735901605,22.4714703573841,22.7107714130507,22.9479501660676,23.1779873303205,23.402282979991003,23.632481536080398,23.884591723835,24.1675573408594,24.4899577081939
China,CHN,113.630335792081,115.467206348361,117.341357547999,119.154261976407,120.915506084734,122.57662503661501,124.088088834447,125.522861023087,126.949644502437,128.336621134526,129.688982907321,131.023100200996,132.286384121395,133.436760709953,134.492481002789,135.47304622557698,136.383780699482,137.235922173683,138.053436689892,138.867764954442,139.645345113,140.376590666872,141.09770784994498,141.801240358753,142.487739610674,143.172108531324,143.871389770868,144.583452998035,145.317352120725,146.05764223722602,146.850677605209
Cote d'Ivoire,CIV,32.4128333333333,33.6421194968553,34.889144654088,36.171223270440294,37.4996132075472,38.87549371069179,40.2906320754717,41.73472641509429,43.19318553459121,44.6533396226415,46.116751572327004,47.580701257861605,49.023314465408795,50.4168962264151,51.7442389937107,52.9969371069182,54.1872295597484,55.34468553459121,56.510987421383604,57.71859748427671,58.97772327044029,60.286908805031395,61.6527327044025,63.079078616352206,64.5690251572327,66.1278459119497,67.7584528301887,69.4575628930818,71.21912893081759,73.03818553459121,74.9141949685535
Cameroon,CMR,21.991241987688,22.7011571576654,23.429633390450803,24.170844703941103,24.9203274735038,25.6772905163843,26.4422140424362,27.213492416069002,27.9896426984832,28.7702566055298,29.554722768716502,30.3451354953354,31.1475703919951,31.970112754119896,32.8191597385289,33.697002390472,34.6038839880688,35.5415899811724,36.511438302553394,37.5143534090669,38.5514882274545,39.623198155317205,40.7282816102896,41.864819868418294,43.031120560174294,44.2266675128514,45.45126187302999,46.7036830191872,47.9826066721669,49.286810094984205,50.61568191914699
"Congo, Dem. Rep.",COD,13.534712070752699,13.907372135594699,14.311012549348302,14.761370503517801,15.267428155532501,15.839193665777099,16.468059372312,17.1217370591738,17.7556626452879,18.339354667960603,18.8602999492733,19.3322511634062,19.783404424251803,20.255227277739802,20.778468053196896,21.361921880858397,21.998485256169896,22.683919631238798,23.408782338281004,24.1661643986679,24.956678061798396,25.784029024503198,26.6474912331003,27.5461829249465,28.4792368937606,29.4458229858186,30.4451807414922,31.4765033854569,32.538958999581,33.6316111245892,34.7540314505635
"Congo, Rep.",COG,6.18553733528551,6.35818740849195,6.53430453879941,6.71498096632504,6.90113323572474,7.09313323572474,7.29122108345534,7.495967789165451,7.70818448023426,7.92836603221083,8.15756954612006,8.39613469985359,8.64318301610542,8.89731478770132,9.15786530014641,9.42293704245974,9.69366617862372,9.976345534407029,10.2795549048316,10.6084187408492,10.966737920937,11.3502752562225,11.746664714494901,12.138773060029301,12.5145856515373,12.8692357247438,13.2070219619327,13.536635431918,13.8710805270864,14.219897510981,14.5856486090776
Colombia,COL,27.555185218566898,28.1166408292023,28.681861198738197,29.2541676430825,29.83557908968,30.426621901757496,31.025298783235698,31.6280081117621,32.2298143307796,32.8268931951329,33.4172032447048,34.000721045516,34.5780162235241,35.1504921135647,35.718763406940106,36.2829806219018,36.8412438035151,37.3896971608833,37.923348355114896,38.438686795854004,38.9372663361875,39.4209247408743,39.8873141054529,40.3335322217215,40.7595313204146,41.1564659756647,41.529380802163104,41.9083073456512,42.3336719242902,42.830704821991894,43.4172077512393
Comoros,COM,196.53948844931801,202.393330277749,208.47017048683,214.740455074305,221.168181891975,227.76570988623502,234.523366838167,241.415360163984,248.402463642513,255.45082450753299,262.561517450035,269.722183523624,276.939808219739,284.174090626216,291.433090925489,298.703912825663,306.00697545557006,313.385803800348,320.917775611355,328.65501340166,336.606652044685,344.771616849441,353.15904268935,361.768929564415,370.60288951111903,379.671669439376,388.968821203238,398.44437167162005,408.054795859382,417.74528452597997,427.507777488981
Cabo Verde,CPV,78.5647642679901,79.68610421836229,80.83027295285359,82.17841191067,83.8585607940447,85.91315136476429,88.27717121588091,90.8320099255583,93.40124069478908,95.85210918114142,98.1471464019851,100.312406947891,102.360794044665,104.33052109181101,106.25012406947901,108.11637717121599,109.913399503722,111.645161290323,113.304466501241,114.896277915633,116.41935483871,117.88089330024799,119.315632754342,120.76203473945401,122.246650124069,123.78560794044701,125.36848635235701,126.984615384615,128.602729528536,130.209181141439,131.798014888337
Costa Rica,CRI,55.038033685859794,56.4992361927145,57.98920877399139,59.518468468468505,61.093478260869595,62.71220133176661,64.3658441049745,66.0457892675284,67.7405797101449,69.43858206032121,71.13909126517821,72.83488053270659,74.49837446141791,76.0953779866823,77.6022718370544,79.0065413239326,80.31580493537021,81.5521543282413,82.74882491186841,83.93070896983942,85.10403446925191,86.263768115942,87.40942028985509,88.5377986682334,89.64704269486879,90.73807285546421,91.8135526831179,92.8732275754015,93.91688209949079,94.9432824128476,95.9527027027027
Caribbean small states,CSS,14.463240706434501,14.5605211806842,14.647842410769401,14.7388366061504,14.843154254662199,14.964327528714302,15.0989625787329,15.2410794121279,15.3818327775719,15.5148573545758,15.638582190934901,15.7553464246017,15.8671779671483,15.9774632579968,16.0886377670742,16.2012992466346,16.314597999259,16.4282351488206,16.541813017166902,16.6548524144745,16.7670075336544,16.8788267259479,16.991423984191698,17.1062171174509,17.224171915524302,17.345651475855302,17.469840681734,17.594990737310102,17.7187476843275,17.839229344201602,17.955751512906
Cuba,CUB,94.8221508379888,95.7787988826816,96.81108938547492,97.80234636871509,98.6684078212291,99.3812104283054,99.96635940409679,100.45908752327699,100.91677839851,101.380372439479,101.85561452514,102.325251396648,102.78111731843599,103.209217877095,103.598044692737,103.954068901304,105.269771595075,105.53743421052602,105.726576449582,105.802160841789,105.808963638072,105.70388951522,105.57094137542299,105.474530251785,105.466290868095,105.150241012994,105.75111637412901,108.25868355402001,108.69930782541799,108.871188233032,108.97047683137899
Curacao,CUW,343.833333333333,341.117117117117,336.157657657658,330.939189189189,327.477477477477,325.231981981982,324.126126126126,324.997747747748,325.743243243243,326.88963963964,329.518018018018,330.981981981982,325.38738738738704,314.02702702702703,301.486486486487,290.64639639639597,291.002252252252,297.065315315315,302.234234234234,310.040540540541,318.105855855856,324.45045045045,328.558558558559,330.704954954955,334.91666666666697,339.709459459459,342.540540540541,346.445945945946,351.146396396396,355.810810810811,359.603603603604
Cayman Islands,CYM,85.125,89.7666666666667,94.8375,100.1625,105.46666666666701,110.6,115.75,121.120833333333,127.141666666667,134.025,141.9375,150.65,159.704166666667,168.416666666667,176.2625,183.0625,188.9625,194.3,199.59166666666698,205.25416666666698,211.416666666667,217.833333333333,224.31666666666698,230.508333333333,236.133333333333,241.15833333333302,245.65833333333302,249.71666666666698,253.53333333333302,257.183333333333,260.704166666667
Cyprus,CYP,77.0930735930736,78.28744588744591,79.70497835497841,81.2821428571429,82.9669913419913,84.75367965367971,86.6462121212121,88.6088744588745,90.59632034632031,92.5739177489178,94.5262987012987,96.44913419913419,98.34437229437229,100.221428571429,102.087662337662,103.925974025974,105.73203463203501,107.528463203463,109.351515151515,111.218831168831,113.150108225108,115.120454545455,117.052272727273,118.840151515152,120.41255411255399,121.73517316017299,122.840476190476,123.79502164502199,124.706168831169,125.647727272727,126.643614718615
Czech Republic,CZE,133.84530865795298,133.91119451274798,134.014184030025,134.08914196971702,133.7304904879,133.40983564125798,133.546305163712,133.68519477158,133.73349294681,133.651520641905,133.496065743497,133.35228419826598,133.225999741167,133.089944350977,132.717264138734,132.219554807817,131.96474699107,131.92698330529302,131.984222107171,132.16691690396098,132.542459546926,133.318161812298,134.42851779935302,135.196582524272,135.608622475401,135.889280165717,136.097177262722,136.159958559959,136.30337995338002,136.589288952208,136.834136234136
Germany,DEU,222.61173774811698,222.953971300089,223.826709248704,225.564354251998,227.517053819494,229.18080944061,230.930020336264,232.45979319431703,233.27417719343498,233.96749069034698,234.65247070955897,235.022979515829,235.07877772047402,235.25773110206902,235.596813297034,236.027300085985,236.45157083070598,236.61642728132801,236.592195429653,236.464680582636,236.225197866483,235.94336191814602,235.522178240542,234.93963741717099,234.60690822503398,230.30463334863398,230.750625466231,231.155712565925,232.108053883634,234.153668555637,235.712929356538
Djibouti,DJI,19.6014236410699,21.153149266609102,22.821354616048303,24.325452976704103,25.4701466781708,26.1796376186368,26.5338222605695,26.682269197584098,26.849266609145797,27.195340811044,27.767644521138898,28.5100517687662,29.3556082830026,30.197368421052605,30.9570319240725,31.622735116479696,32.2235547886109,32.7713977566868,33.287446074201895,33.7900776531493,34.277955133736,34.747670405522,35.2182053494392,35.712812769629004,36.246678170836894,36.8280414150129,37.45194132873171,38.105823986195,38.770319240724795,39.430241587575495,40.0824849007765
Dominica,DMA,96.7106666666667,95.7893333333333,94.944,94.2973333333333,93.89200000000001,93.83200000000001,94.0586666666667,94.4413333333333,94.72399999999999,94.7973333333333,94.5813333333333,94.132,93.58,93.1133333333333,92.8666666666667,92.8813333333333,93.116,93.4666666666667,93.8426666666667,94.1186666666667,94.2906666666667,94.3933333333333,94.436,94.46799999999999,94.50399999999999,94.5546666666667,94.62,94.68799999999999,94.78,94.9106666666667,95.07600000000001
Denmark,DNK,120.824303916942,120.948903043171,121.007690493041,121.08030195800899,121.277164425572,121.592309506959,121.880037709168,122.286778222955,122.70044779637101,123.341338675465,124.041338675465,124.557883572944,125.011053499882,125.425382983738,125.84529813811001,126.297030403017,126.701178411501,127.046288003771,127.375041244403,127.726419985859,128.146877209522,128.716427056328,129.47492340325198,130.169573415037,130.749069054914,131.288522271977,133.164372469636,133.720695403668,134.400452488688,135.353250773994,136.41366992141002
